,age,year,L,D
7592,43,2001,2233363.88,7448.07
7593,44,2001,2194719.08,7868.18
7594,45,2001,2147927.26,8290.29
7595,46,2001,2113165.07,8846.45
7596,47,2001,2051030.98,9430.62
7597,48,2001,1974476.93,9816.72
7598,49,2001,1915105.49,10194.06
7599,50,2001,1871814.69,10485.18
7600,51,2001,1844359.7,11032.56
7601,52,2001,1802155.99,11401.16
7602,53,2001,1800340.63,12078.35
7603,54,2001,1722554.49,13299.68
7604,55,2001,1502918.22,11566.21
7605,56,2001,1378622.67,12149.86
7606,57,2001,1374403.22,13204.16
7607,58,2001,1347681.61,14720.08
7608,59,2001,1251210.63,14183.43
7609,60,2001,1153759.66,14547.53
7610,61,2001,1104905.24,14904.13
7611,62,2001,1063431.83,15806.38
7612,63,2001,1021497.61,16683.62
7613,64,2001,976542.06,17241.78
7614,65,2001,948366.2,18366.09
7615,66,2001,919550.36,19351.37
7616,67,2001,876624.18,20002.55
7617,68,2001,849819.87,21298.91
7618,69,2001,837603.43,23115.4
7619,70,2001,827003.27,24480.78
7620,71,2001,813801.21,26420.32
7621,72,2001,784126.98,27750.69
7622,73,2001,756879.49,29985.31
7623,74,2001,726422.33,30886.57
7624,75,2001,690406.87,32121.9
7625,76,2001,658664.54,33734.35
7626,77,2001,618060.25,34476.06
7627,78,2001,575504.43,34711.62
7628,79,2001,535323.2,36290.56
7629,80,2001,481330.48,36000.98
7630,81,2001,413089.05,35463.33
7631,82,2001,359396.17,33574.8
7632,83,2001,319270.32,33190.2
7633,84,2001,273961.17,31268.17
7634,85,2001,235233.32,30174.86
7635,86,2001,202400.28,28862
7636,87,2001,168772.71,26518.35
7637,88,2001,138091.21,23754.58
7638,89,2001,110228.5,21124.97
7639,90,2001,86268.2,18088.9
7640,91,2001,67163.94,15539.31
7641,92,2001,50988.2,12851.56
7642,93,2001,38308.13,10686.96
7643,94,2001,27399.14,8378.33
7644,95,2001,19194.69,6370.76
7645,96,2001,13314.35,4875.35
7646,97,2001,9020.8,3414.95
7647,98,2001,5979.59,2457.68
7648,99,2001,3759.08,1605.44
7649,0,2001,2374.98,1098.3
7650,1,2001,1426.43,707.2
7651,2,2001,806.77,428.12
7652,3,2001,469.21,263.07
7653,4,2001,255.61,159.04
7654,5,2001,154.37,83.02
7655,6,2001,87.35,61.02
7656,7,2001,50.26,30
7657,8,2001,30.77,16
7658,9,2001,18.13,11
7659,10,2001,16.84,15.01
7660,0,2002,2031959.36,15723.69
7661,1,2002,2017831.1,1082.25
7662,2,2002,1983145.08,723.17
7663,3,2002,1952535.19,537.13
7664,4,2002,1952359.45,460.11
7665,5,2002,1969536.56,369.08
7666,6,2002,1999764.79,325.08
7667,7,2002,2034976.11,326.08
7668,8,2002,2065853.68,348.08
7669,9,2002,2108171.77,335.08
7670,10,2002,2171968.89,376.09
7671,11,2002,2200861.13,385.09
7672,12,2002,2213199.79,496.12
7673,13,2002,2168967.65,565.13
7674,14,2002,2119562.71,672.16
7675,15,2002,2110018.79,913.21
7676,16,2002,2121818.02,1566.37
7677,17,2002,2127248.57,1900.44
7678,18,2002,2130084.39,2524.6
7679,19,2002,2139664.69,2942.69
7680,20,2002,2137295.45,2935.69
7681,21,2002,2126320.73,3071.73
7682,22,2002,2084637.77,2939.69
7683,23,2002,2012122.04,2880.68
7684,24,2002,1948278.33,2746.65
7685,25,2002,1909293.67,2588.61
7686,26,2002,1881266.7,2646.63
7687,27,2002,1885065.45,2539.59
7688,28,2002,1881339.21,2498.59
7689,29,2002,1909561.28,2685.63
7690,30,2002,2016205.96,2891.68
7691,31,2002,2098510.57,3117.73
7692,32,2002,2137680.26,3086.72
7693,33,2002,2079268.69,3315.5
7694,34,2002,2028960.27,3375.08
7695,35,2002,2039981.86,3636.85
7696,36,2002,2105229.45,3959.94
7697,37,2002,2198740.09,4540.06
7698,38,2002,2248331.46,5066.2
7699,39,2002,2255774.82,5430.27
7700,40,2002,2262332.65,6068.42
7701,41,2002,2292737.48,6474.5
7702,42,2002,2298934.73,6985.66
7703,43,2002,2262328.98,7385.73
7704,44,2002,2224842.69,8066.9
7705,45,2002,2187159.7,8440.98
7706,46,2002,2146013.59,9135.14
7707,47,2002,2110240.11,9542.25
7708,48,2002,2043723.15,10146.38
7709,49,2002,1970978.9,10446.46
7710,50,2002,1905495.24,10996.58
7711,51,2002,1870625.19,11395.68
7712,52,2002,1835586.76,11932.81
7713,53,2002,1798222.24,12507.44
7714,54,2002,1795062.67,13214.61
7715,55,2002,1709207.96,14494.41
7716,56,2002,1498686.16,12502.94
7717,57,2002,1369555.96,12913.04
7718,58,2002,1365563.32,14171.33
7719,59,2002,1336133.74,15749.7
7720,60,2002,1235662.64,15374.61
7721,61,2002,1146488.64,15339.83
7722,62,2002,1093345.63,16302.11
7723,63,2002,1052115.48,16864.47
7724,64,2002,1006854.12,17668.16
7725,65,2002,962538.15,18128.26
7726,66,2002,933049.2,18990.46
7727,67,2002,903848.94,20460.81
7728,68,2002,859033.52,20777.89
7729,69,2002,829923.5,22262.23
7730,70,2002,814701.89,24098.67
7731,71,2002,806593.25,25835.06
7732,72,2002,788003.44,27159.39
7733,73,2002,758256.37,28813.78
7734,74,2002,727981.72,30569.19
7735,75,2002,693867.31,31850.49
7736,76,2002,660467.78,32927.74
7737,77,2002,624689.2,34334.07
7738,78,2002,583908.48,35013.23
7739,79,2002,540111.04,35518.35
7740,80,2002,489854.64,36453.07
7741,81,2002,444812.56,36589.71
7742,82,2002,378206.19,35267.6
7743,83,2002,325731.17,32976.84
7744,84,2002,286468.61,32661.68
7745,85,2002,242866.9,30676.21
7746,86,2002,205560.41,29475.93
7747,87,2002,174353.51,27267.41
7748,88,2002,143050.55,24902.85
7749,89,2002,114950.15,22325.25
7750,90,2002,90051.52,19053.48
7751,91,2002,69152.26,15914.74
7752,92,2002,52595.68,13799.24
7753,93,2002,38969.48,11098.47
7754,94,2002,28442.63,8970.25
7755,95,2002,19905.97,6641.56
7756,96,2002,13496.99,4929.16
7757,97,2002,9110.08,3576.84
7758,98,2002,5977.62,2624.62
7759,99,2002,3893.38,1742.91
7760,0,2002,2380.48,1100.76
7761,1,2002,1452.52,774.19
7762,2,2002,845.53,460.11
7763,3,2002,460.92,243.06
7764,4,2002,267.03,152.04
7765,5,2002,142.41,88.02
7766,6,2002,81.18,51.01
7767,7,2002,48.01,22
7768,8,2002,28.21,17.01
7769,9,2002,16.46,14
7770,10,2002,17.16,8.99
7771,0,2003,2036301.43,15910.56
7772,1,2003,2020863.52,1060.24
7773,2,2003,2017124.39,749.17
7774,3,2003,1985274.66,581.41
7775,4,2003,1959664.45,431.82
7776,5,2003,1957599.32,380.08
7777,6,2003,1969442.65,341.08
7778,7,2003,2005150.4,309.07
7779,8,2003,2040050.09,322.07
7780,9,2003,2078338.55,287.06
7781,10,2003,2151916.8,396.09
7782,11,2003,2177354.02,350.08
7783,12,2003,2219742.95,479.11
7784,13,2003,2224213.11,565.13
7785,14,2003,2176552.12,722.16
7786,15,2003,2142642.24,908.21
7787,16,2003,2135259.91,1483.33
7788,17,2003,2144269.21,1906.42
7789,18,2003,2156127.96,2556.57
7790,19,2003,2149212.93,2853.64
7791,20,2003,2141411,2978.67
7792,21,2003,2139622.93,3030.68
7793,22,2003,2120562.76,3127.2
7794,23,2003,2081990,2992.16
7795,24,2003,2011274.2,2839.63
7796,25,2003,1953919.94,2668.6
7797,26,2003,1898506.77,2656.6
7798,27,2003,1884844.78,2551.57
7799,28,2003,1886100.63,2536.57
7800,29,2003,1876697.5,2628.59
7801,30,2003,1933541.03,2715.61
7802,31,2003,2000558.82,2914.65
7803,32,2003,2112761.8,3250.6
7804,33,2003,2138103.15,3330.88
7805,34,2003,2080599.83,3356.75
7806,35,2003,2035920.54,3554.8
7807,36,2003,2036906.64,3837.86
7808,37,2003,2100076.31,4241.94
7809,38,2003,2197380.38,4788.07
7810,39,2003,2248662.25,5319.19
7811,40,2003,2250253.63,5740.28
7812,41,2003,2263499.63,6393.43
7813,42,2003,2289246,6935.71
7814,43,2003,2296611.44,7587.53
7815,44,2003,2251172.87,8043.8
7816,45,2003,2216237.23,8488.9
7817,46,2003,2187136.92,9391.1
7818,47,2003,2143700.44,9838.21
7819,48,2003,2101309.44,10499.35
7820,49,2003,2041275.32,10935.45
7821,50,2003,1958821.97,11381.54
7822,51,2003,1906850.55,11837.65
7823,52,2003,1859884.03,12151.41
7824,53,2003,1833019.22,12575.12
7825,54,2003,1793672.44,13611.55
7826,55,2003,1778141.95,14310.7
7827,56,2003,1706587.71,15549.48
7828,57,2003,1487884.76,13163.95
7829,58,2003,1360988.04,13922.12
7830,59,2003,1353207.58,15253.42
7831,60,2003,1317431.16,16723.74
7832,61,2003,1230570.57,16376.67
7833,62,2003,1134286.19,16596.89
7834,63,2003,1082425.89,16903.6
7835,64,2003,1036355.28,17688.96
7836,65,2003,993063.79,18421.63
7837,66,2003,947294.76,18818.71
7838,67,2003,917835.44,20080.99
7839,68,2003,886070.79,21150.23
7840,69,2003,838924.16,21860.89
7841,70,2003,806527.1,23031.15
7842,71,2003,796157.27,24278.43
7843,72,2003,780684.43,26512.93
7844,73,2003,762763.78,28317.33
7845,74,2003,729376.02,29002.99
7846,75,2003,694785.76,31584.57
7847,76,2003,665594.54,32637.3
7848,77,2003,626557.56,33168.43
7849,78,2003,590902.77,34555.73
7850,79,2003,548544.12,35445.94
7851,80,2003,492838.58,35532.96
7852,81,2003,453542.36,36409.15
7853,82,2003,408418.22,35927.04
7854,83,2003,344001.49,34899.81
7855,84,2003,292728.21,32240.22
7856,85,2003,254580.59,31105.46
7857,86,2003,213009.11,29183.03
7858,87,2003,177558.84,27227.09
7859,88,2003,148115.33,25258.66
7860,89,2003,119345.71,22432.02
7861,90,2003,94106.64,19805.43
7862,91,2003,72243.51,16665.73
7863,92,2003,54185.97,13714.07
7864,93,2003,40177.36,11225.51
7865,94,2003,28972.48,8776.96
7866,95,2003,20663.38,6905.54
7867,96,2003,14006.23,5171.16
7868,97,2003,9238.32,3502.79
7869,98,2003,6056.62,2502.56
7870,99,2003,3855.39,1796.41
7871,0,2003,2438.69,1153.26
7872,1,2003,1436.18,740.16
7873,2,2003,858.19,441.09
7874,3,2003,486.35,298.07
7875,4,2003,264.89,156.04
7876,5,2003,145,93.02
7877,6,2003,72.22,53.01
7878,7,2003,47.51,25
7879,8,2003,28.18,17.01
7880,9,2003,14.38,8
7881,10,2003,16.04,16.01
7882,0,2004,2048248.55,15726.62
7883,1,2004,2021604.91,1054.24
7884,2,2004,2020146.59,668.16
7885,3,2004,2019949.83,506.11
7886,4,2004,1994581.82,416.44
7887,5,2004,1965823.94,353.73
7888,6,2004,1956548.04,350.08
7889,7,2004,1975860.47,314.07
7890,8,2004,2010770.6,297.06
7891,9,2004,2055094.76,331.08
7892,10,2004,2133160.2,317.07
7893,11,2004,2153640.76,348.08
7894,12,2004,2197578.13,455.1
7895,13,2004,2229057.83,530.13
7896,14,2004,2229145.03,704.16
7897,15,2004,2201329.88,993.23
7898,16,2004,2167789.77,1470.34
7899,17,2004,2155190.46,1894.44
7900,18,2004,2172129.98,2522.58
7901,19,2004,2174116.17,2799.64
7902,20,2004,2149439.78,2834.65
7903,21,2004,2146848.37,3121.71
7904,22,2004,2136019.51,3062.7
7905,23,2004,2120833.62,2956.68
7906,24,2004,2083250.9,2936.67
7907,25,2004,2020451.24,2910.67
7908,26,2004,1940680.63,2742.63
7909,27,2004,1905285.66,2733.63
7910,28,2004,1887821.48,2514.58
7911,29,2004,1881654.9,2658.61
7912,30,2004,1910057.72,2468.57
7913,31,2004,1914009.94,2735.63
7914,32,2004,2021204.83,3032.7
7915,33,2004,2114538.48,3190.08
7916,34,2004,2140823.6,3374.43
7917,35,2004,2091180.3,3620.83
7918,36,2004,2033140.56,3645.84
7919,37,2004,2032023.71,3965.91
7920,38,2004,2101084.44,4342
7921,39,2004,2200735.36,4917.13
7922,40,2004,2243947.92,5492.26
7923,41,2004,2254088.2,6079.4
7924,42,2004,2260757.89,6713.55
7925,43,2004,2288030.87,7204.91
7926,44,2004,2283722.53,7705.52
7927,45,2004,2242267.29,8465.95
7928,46,2004,2219035.19,9085.09
7929,47,2004,2186314.07,9910.28
7930,48,2004,2133747.52,10255.36
7931,49,2004,2100368.89,10808.49
7932,50,2004,2026782.56,11481.65
7933,51,2004,1963412.26,12024.77
7934,52,2004,1894340.33,12661.91
7935,53,2004,1858784.14,13099.01
7936,54,2004,1829106.58,13400.08
7937,55,2004,1773763.54,14013.23
7938,56,2004,1777860.44,14812.41
7939,57,2004,1693454.38,16287.75
7940,58,2004,1478750.51,13859.19
7941,59,2004,1348158.76,14443.33
7942,60,2004,1332344.2,15755.63
7943,61,2004,1315152.95,17422.01
7944,62,2004,1217473.84,16979.91
7945,63,2004,1123558.43,17036.92
7946,64,2004,1065554.2,17457.02
7947,65,2004,1022743.55,18144.18
7948,66,2004,977460.68,18942.36
7949,67,2004,932550.34,19427.47
7950,68,2004,899849.81,20406.7
7951,69,2004,865370.16,21555.97
7952,70,2004,814588.25,21910.05
7953,71,2004,789634.35,23278.36
7954,72,2004,770039.32,24622.67
7955,73,2004,756187.24,26516.38
7956,74,2004,733561.4,28136.2
7957,75,2004,695262.39,29468.78
7958,76,2004,668080.12,31093.16
7959,77,2004,631468.43,32321.94
7960,78,2004,593319,33277.16
7961,79,2004,555432.15,34185.87
7962,80,2004,507933.34,34934.04
7963,81,2004,457489.97,34516.95
7964,82,2004,417584.01,35532.83
7965,83,2004,372517.44,35142.43
7966,84,2004,310324.72,33272.16
7967,85,2004,261026.24,29993.41
7968,86,2004,224263.17,29576.81
7969,87,2004,184896.64,26769.16
7970,88,2004,151526.34,24779.71
7971,89,2004,124179.2,22573.2
7972,90,2004,98153.96,19600.01
7973,91,2004,75748.67,16591.32
7974,92,2004,57008.37,13821.18
7975,93,2004,41705.26,11086.55
7976,94,2004,30095.01,9090.09
7977,95,2004,21105.59,6742.55
7978,96,2004,14593.78,5262.21
7979,97,2004,9609.79,3621.83
7980,98,2004,6217.6,2483.58
7981,99,2004,3964.63,1717.9
7982,0,2004,2419.73,1184.77
7983,1,2004,1462.81,753.17
7984,2,2004,848.89,418.09
7985,3,2004,497.18,270.06
7986,4,2004,270.13,165.04
7987,5,2004,133.11,97.02
7988,6,2004,70.31,43.01
7989,7,2004,39.39,25
7990,8,2004,25.24,20.01
7991,9,2004,14.58,11
7992,10,2004,11.99,12
7993,0,2005,2055331.85,16027.59
7994,1,2005,2030716.36,1086.68
7995,2,2005,2021697.64,737.62
7996,3,2005,2024528.08,519.08
7997,4,2005,2032178.9,418.06
7998,5,2005,2002264.28,338.06
7999,6,2005,1964367.86,331.05
8000,7,2005,1964648.06,289.04
8001,8,2005,1982580.45,295.04
8002,9,2005,2028885.99,304.05
8003,10,2005,2121424.33,285.04
8004,11,2005,2131829.37,358.06
8005,12,2005,2175750.49,379.06
8006,13,2005,2205737.32,532.09
8007,14,2005,2231996.7,743.12
8008,15,2005,2256328.46,1028.16
8009,16,2005,2227225.62,1430.23
8010,17,2005,2186230.7,1949.31
8011,18,2005,2183430.55,2546.41
8012,19,2005,2190219.72,2932.47
8013,20,2005,2172344.29,2933.48
8014,21,2005,2156648.32,3219.52
8015,22,2005,2142945.46,3198.52
8016,23,2005,2136885.37,3180.52
8017,24,2005,2122971.98,3092.5
8018,25,2005,2095352.21,3061.49
8019,26,2005,2004024.33,2978.48
8020,27,2005,1950169.66,2875.47
8021,28,2005,1909706.53,2737.44
8022,29,2005,1883077.26,2588.42
8023,30,2005,1924268.18,2716.44
8024,31,2005,1885445.27,2788.45
8025,32,2005,1939823.29,2958.48
8026,33,2005,2023882.69,3099.5
8027,34,2005,2118526.52,3482.56
8028,35,2005,2154890.32,3570.57
8029,36,2005,2087950.98,3581.58
8030,37,2005,2027706.82,3929.64
8031,38,2005,2034598.8,4226.68
8032,39,2005,2106606.39,4702.76
8033,40,2005,2196658.99,5440.87
8034,41,2005,2250298.72,5955.96
8035,42,2005,2251950.44,6737.09
8036,43,2005,2260652,7190.16
8037,44,2005,2273546.98,7990.29
8038,45,2005,2274662.02,8617.39
8039,46,2005,2248071.26,9085.47
8040,47,2005,2219939.96,9753.57
8041,48,2005,2175405.45,10491.69
8042,49,2005,2134635.03,11330.83
8043,50,2005,2083783.84,11930.92
8044,51,2005,2035112.26,12357.99
8045,52,2005,1949056.36,13360.16
8046,53,2005,1894802,13589.19
8047,54,2005,1855552.2,13953.26
8048,55,2005,1806061,14624.36
8049,56,2005,1776586.94,14982.42
8050,57,2005,1763741.12,16058.59
8051,58,2005,1683277.82,17317.8
8052,59,2005,1464324.1,15032.43
8053,60,2005,1325529.03,15695.54
8054,61,2005,1333565.29,16635.69
8055,62,2005,1301331.6,18879.47
8056,63,2005,1206760.02,18139.51
8057,64,2005,1105358.82,18107.92
8058,65,2005,1052153.95,18298.95
8059,66,2005,1007204.6,18829.04
8060,67,2005,963219.9,19972.23
8061,68,2005,914557.69,20146.25
8062,69,2005,879171.86,21184.42
8063,70,2005,839897.5,22744.67
8064,71,2005,799343.7,23034.72
8065,72,2005,763667.83,24512.99
8066,73,2005,746811.62,26512.24
8067,74,2005,727601.44,27601.45
8068,75,2005,698828.7,29294.23
8069,76,2005,670529.94,29924.33
8070,77,2005,634214.72,32430.23
8071,78,2005,599019.82,33317.56
8072,79,2005,558547.8,34174.34
8073,80,2005,519060.34,35014.66
8074,81,2005,472788.11,35561.75
8075,82,2005,422517.85,35296.69
8076,83,2005,382001.62,35558.74
8077,84,2005,337405.02,34721.61
8078,85,2005,277831.7,33017.33
8079,86,2005,230621.14,29474.76
8080,87,2005,195381.19,28508.6
8081,88,2005,158561.75,25674.15
8082,89,2005,127619.95,23154.74
8083,90,2005,102607.31,20717.35
8084,91,2005,79357.37,17777.87
8085,92,2005,60004.43,14919.41
8086,93,2005,44008.18,12102.96
8087,94,2005,31276.48,9519.54
8088,95,2005,21919.98,7272.17
8089,96,2005,15028.6,5271.85
8090,97,2005,10000.85,4009.15
8091,98,2005,6401.17,2629.93
8092,99,2005,4077.68,1786.29
8093,0,2005,2488.44,1171.19
8094,1,2005,1452.38,784.13
8095,2,2005,868.86,438.07
8096,3,2005,501.99,267.04
8097,4,2005,285.22,160.02
8098,5,2005,143.93,91.01
8099,6,2005,65.88,38
8100,7,2005,36.84,23.01
8101,8,2005,20.31,8.01
8102,9,2005,13.77,7
8103,10,2005,11.44,10
8104,0,2006,2077112.25,15981.28
8105,1,2006,2034973.28,974.13
8106,2,2006,2031729.87,668.09
8107,3,2006,2027810.23,502.57
8108,4,2006,2039757.89,395.56
8109,5,2006,2041372,406.06
8110,6,2006,2000231.86,284.04
8111,7,2006,1974255.35,286.04
8112,8,2006,1972521.74,302.04
8113,9,2006,2003759.03,272.04
8114,10,2006,2106410.49,284.04
8115,11,2006,2117203.96,344.05
8116,12,2006,2155887.64,343.05
8117,13,2006,2182856.53,467.07
8118,14,2006,2206864.92,637.09
8119,15,2006,2261341.97,939.13
8120,16,2006,2282898.12,1448.2
8121,17,2006,2244139.46,1958.28
8122,18,2006,2214808.27,2632.37
8123,19,2006,2199165.01,2941.42
8124,20,2006,2182703.24,3087.44
8125,21,2006,2176824.94,3292.47
8126,22,2006,2147673.67,3190.46
8127,23,2006,2140705.65,3315.47
8128,24,2006,2137117.02,3270.47
8129,25,2006,2136066.87,3250.47
8130,26,2006,2073912.83,3094.44
8131,27,2006,2014641.37,3080.44
8132,28,2006,1954464.52,2880.41
8133,29,2006,1903019.2,2877.41
8134,30,2006,1933414.93,2798.4
8135,31,2006,1892733.68,2949.41
8136,32,2006,1915287.2,2862.41
8137,33,2006,1941828,3027.43
8138,34,2006,2028261.24,3372.48
8139,35,2006,2135135.96,3794.54
8140,36,2006,2150147.5,3776.53
8141,37,2006,2080753.52,3871.55
8142,38,2006,2030896.88,4163.59
8143,39,2006,2041043.94,4526.65
8144,40,2006,2102567.21,5127.73
8145,41,2006,2205027.08,5697.81
8146,42,2006,2248655.38,6531.93
8147,43,2006,2252681.55,7109.01
8148,44,2006,2244495.74,7562.07
8149,45,2006,2264302.98,8302.18
8150,46,2006,2283221.32,9000.28
8151,47,2006,2250731.22,9749.39
8152,48,2006,2207986.17,10674.51
8153,49,2006,2178099.06,11296.6
8154,50,2006,2115866.6,11983.7
8155,51,2006,2095794.98,12619.8
8156,52,2006,2018760.81,13360.9
8157,53,2006,1951338.05,13907.98
8158,54,2006,1892325.89,14292.04
8159,55,2006,1829245.36,14664.08
8160,56,2006,1811757.14,15146.15
8161,57,2006,1761717.61,15928.27
8162,58,2006,1753332.65,17310.46
8163,59,2006,1666345.44,18333.61
8164,60,2006,1437581.01,15734.24
8165,61,2006,1330449.12,16063.28
8166,62,2006,1320069.6,17719.52
8167,63,2006,1290831.85,19480.77
8168,64,2006,1186788.63,18629.65
8169,65,2006,1092185.73,18494.63
8170,66,2006,1036647.38,19003.71
8171,67,2006,993410.41,19823.82
8172,68,2006,945065.7,20336.89
8173,69,2006,893702.43,21070.99
8174,70,2006,852719.07,21831.11
8175,71,2006,826005.58,23058.28
8176,72,2006,772798.27,23252.81
8177,73,2006,741498.62,24904.04
8178,74,2006,719008.95,26416.75
8179,75,2006,692744.43,27986.98
8180,76,2006,676141.94,30138.29
8181,77,2006,637049.84,30627.36
8182,78,2006,602884.1,32198.58
8183,79,2006,564875.35,33285.74
8184,80,2006,521199.61,34024.85
8185,81,2006,484136.53,35103
8186,82,2006,437481.07,35191.01
8187,83,2006,387654.62,34418.9
8188,84,2006,347204.56,34383.89
8189,85,2006,303196.69,33363.74
8190,86,2006,246557.51,31201.94
8191,87,2006,201600.88,27679.44
8192,88,2006,168149.2,26406.75
8193,89,2006,134192.82,23172.29
8194,90,2006,105887.5,20439.9
8195,91,2006,83272.54,18023.57
8196,92,2006,63022.41,15115.15
8197,93,2006,46415.11,12271.75
8198,94,2006,33073.85,9682.38
8199,95,2006,22885.61,7282.04
8200,96,2006,15712.95,5433.77
8201,97,2006,10418.51,3908.56
8202,98,2006,6707.76,2737.38
8203,99,2006,4205.18,1802.75
8204,0,2006,2573.09,1251.68
8205,1,2006,1518.63,786.11
8206,2,2006,857.62,423.06
8207,3,2006,517.98,291.04
8208,4,2006,290.79,137.02
8209,5,2006,164.26,104.02
8210,6,2006,73.85,58.01
8211,7,2006,36.96,18
8212,8,2006,22.76,9.01
8213,9,2006,12.88,6
8214,10,2006,12.17,9.99
8215,0,2007,2106404.08,16308.03
8216,1,2007,2053300.83,1055.13
8217,2,2007,2036593.96,666.09
8218,3,2007,2039212.33,500.06
8219,4,2007,2045728.8,412.05
8220,5,2007,2050183.9,345.04
8221,6,2007,2038337.64,314.04
8222,7,2007,2011691.67,297.04
8223,8,2007,1983035.07,281.04
8224,9,2007,1996514.02,282.04
8225,10,2007,2092108.93,307.04
8226,11,2007,2099138.17,323.04
8227,12,2007,2142752.49,347.04
8228,13,2007,2161724.51,462.06
8229,14,2007,2181972.48,627.08
8230,15,2007,2237795.27,903.11
8231,16,2007,2287953.91,1337.16
8232,17,2007,2297719.82,1847.23
8233,18,2007,2272432.54,2576.32
8234,19,2007,2226497.22,2894.36
8235,20,2007,2184642.15,2865.36
8236,21,2007,2184364.66,3184.4
8237,22,2007,2163313.78,3335.42
8238,23,2007,2142528.62,3108.38
8239,24,2007,2138781.5,3267.4
8240,25,2007,2150379.25,3076.39
8241,26,2007,2109172.32,3058.38
8242,27,2007,2085339.74,3081.39
8243,28,2007,2018139.2,2971.37
8244,29,2007,1945222.35,2920.37
8245,30,2007,1961063.46,2892.36
8246,31,2007,1894437.85,2822.35
8247,32,2007,1926564.93,2852.36
8248,33,2007,1916099.87,2931.37
8249,34,2007,1945664.17,3192.4
8250,35,2007,2046389.37,3417.43
8251,36,2007,2129087.31,3776.47
8252,37,2007,2140857.08,4067.51
8253,38,2007,2084172.52,4186.53
8254,39,2007,2037862.58,4304.53
8255,40,2007,2036408.05,4706.59
8256,41,2007,2112005.17,5328.66
8257,42,2007,2203597.87,6016.74
8258,43,2007,2250102.35,6769.85
8259,44,2007,2234520.18,7537.94
8260,45,2007,2234932.66,8142.02
8261,46,2007,2275280.87,8977.62
8262,47,2007,2287217.2,9490.69
8263,48,2007,2237486.41,10199.27
8264,49,2007,2212339.55,11103.38
8265,50,2007,2156915.86,11931.99
8266,51,2007,2131453,12756.08
8267,52,2007,2077389.61,13324.66
8268,53,2007,2023107.19,14170.77
8269,54,2007,1949737.42,14365.79
8270,55,2007,1862245.82,15227.9
8271,56,2007,1837528.14,15508.93
8272,57,2007,1795663.6,16264.03
8273,58,2007,1751610.2,16838.1
8274,59,2007,1734899.26,17754.72
8275,60,2007,1633533.78,19265.9
8276,61,2007,1447331.82,16410.04
8277,62,2007,1317278.8,17059.12
8278,63,2007,1310364.21,18815.34
8279,64,2007,1268937.92,20502.55
8280,65,2007,1173183.92,19642.45
8281,66,2007,1076323.44,19435.42
8282,67,2007,1023328.88,19631.44
8283,68,2007,974938.95,20385.54
8284,69,2007,923428.77,21402.66
8285,70,2007,866060.44,21537.69
8286,71,2007,840369.98,22717.83
8287,72,2007,798382,23865.97
8288,73,2007,751271.79,24264.02
8289,74,2007,713938.66,25491.17
8290,75,2007,683861.89,27192.39
8291,76,2007,672062.69,28634.57
8292,77,2007,642593.86,30295.78
8293,78,2007,606479.78,31014.86
8294,79,2007,569066.9,32534.05
8295,80,2007,525513.25,33705.2
8296,81,2007,488411.26,34093.24
8297,82,2007,449416.23,34595.31
8298,83,2007,402799.46,34576.3
8299,84,2007,353539.74,34189.26
8300,85,2007,313111.97,33911.22
8301,86,2007,270075.05,32467.05
8302,87,2007,216687.06,29677.7
8303,88,2007,174383.23,25902.23
8304,89,2007,143197.21,24176.01
8305,90,2007,112106.02,21012.62
8306,91,2007,86633.86,18125.25
8307,92,2007,66597.56,15478.93
8308,93,2007,49240.66,12791.6
8309,94,2007,35197.85,10078.26
8310,95,2007,24346.28,7832.98
8311,96,2007,16445.39,5446.68
8312,97,2007,11011.15,4073.51
8313,98,2007,7080.5,2807.35
8314,99,2007,4414.55,1938.24
8315,0,2007,2647.88,1190.15
8316,1,2007,1593.54,826.1
8317,2,2007,883.54,484.06
8318,3,2007,504.74,275.04
8319,4,2007,290.11,199.02
8320,5,2007,162.27,86.01
8321,6,2007,82.58,66
8322,7,2007,37.22,19
8323,8,2007,22.03,15
8324,9,2007,13.52,8
8325,10,2007,12.26,9.01
8326,0,2008,2098110.29,15669.3
8327,1,2008,2078859.76,1102.09
8328,2,2008,2055418.26,679.05
8329,3,2008,2045330.13,519.04
8330,4,2008,2059685.31,393.04
8331,5,2008,2057410.97,314.02
8332,6,2008,2046235.11,270.02
8333,7,2008,2051210.21,282.02
8334,8,2008,2021297.39,280.02
8335,9,2008,2009983.73,249.02
8336,10,2008,2096215.06,274.02
8337,11,2008,2081679.2,269.02
8338,12,2008,2125913.18,347.02
8339,13,2008,2147200.6,439.04
8340,14,2008,2158692.9,555.05
8341,15,2008,2214303.38,836.07
8342,16,2008,2264251.42,1258.1
8343,17,2008,2300595.38,1718.14
8344,18,2008,2325324.38,2431.2
8345,19,2008,2279580.96,2717.23
8346,20,2008,2205873.54,2878.24
8347,21,2008,2184741.05,3006.25
8348,22,2008,2168175.69,3120.26
8349,23,2008,2156292.03,3051.25
8350,24,2008,2138690.34,3010.25
8351,25,2008,2152275.55,3058.26
8352,26,2008,2118020.13,2926.24
8353,27,2008,2121543.57,3005.25
8354,28,2008,2088111.86,3040.25
8355,29,2008,2006009.1,2973.25
8356,30,2008,2011799.69,2980.25
8357,31,2008,1914138.06,2873.24
8358,32,2008,1932330.49,2817.23
8359,33,2008,1926215.41,2991.25
