,age,year,L,D
2485,42,1955,1081052.3,5047.98
2486,43,1955,1063949.78,5492.72
2487,44,1955,1050438.23,5967.95
2488,45,1955,1040558.5,6471.93
2489,46,1955,1020699.86,6997.8
2490,47,1955,998930.83,7543.81
2491,48,1955,986290.97,8109.96
2492,49,1955,946638.62,8696.27
2493,50,1955,913826.13,9302.46
2494,51,1955,890945.46,9927.55
2495,52,1955,865067.34,10571.27
2496,53,1955,833334.53,11233.61
2497,54,1955,815667.43,11914.58
2498,55,1955,804044.08,12615.3
2499,56,1955,777426.48,13340.19
2500,57,1955,756270.27,14090.37
2501,58,1955,754678.46,14865.84
2502,59,1955,736569.51,15666.59
2503,60,1955,707679.15,16490.39
2504,61,1955,689486.46,17328.23
2505,62,1955,672870.9,18177.87
2506,63,1955,642215.86,19039.33
2507,64,1955,609084.36,19912.59
2508,65,1955,588228.19,20765.6
2509,66,1955,569703.59,21470.21
2510,67,1955,545759.42,21994.37
2511,68,1955,515623.15,22338.09
2512,69,1955,492633.86,22501.34
2513,70,1955,457487.07,22502.21
2514,71,1955,419991.15,22412.87
2515,72,1955,382315.19,22251.38
2516,73,1955,350682.52,22017.74
2517,74,1955,315430.61,21711.95
2518,75,1955,284931.78,21323.59
2519,76,1955,256430.23,20810.97
2520,77,1955,232752.07,20163.7
2521,78,1955,209298.17,19381.75
2522,79,1955,186940.48,18465.12
2523,80,1955,161029.72,17435.56
2524,81,1955,137420.24,16379.99
2525,82,1955,118455.43,15320.14
2526,83,1955,100398.13,14256.01
2527,84,1955,83871.82,13187.61
2528,85,1955,69785.43,11899
2529,86,1955,55137.78,9966.38
2530,87,1955,43129.77,8596.22
2531,88,1955,33928.65,7121.98
2532,89,1955,25944.38,5956
2533,90,1955,18986.61,4601.87
2534,91,1955,13819.75,3467.91
2535,92,1955,10263.43,2798.35
2536,93,1955,7618.1,2258.89
2537,94,1955,5562.56,1778.49
2538,95,1955,3807.54,1252.05
2539,96,1955,2425.94,835.7
2540,97,1955,1528.92,641.54
2541,98,1955,999.29,385.33
2542,99,1955,694.08,248.2
2543,0,1955,463.83,183.15
2544,1,1955,309.16,99.09
2545,2,1955,214.13,77.06
2546,3,1955,159.72,40.04
2547,4,1955,130.07,41.03
2548,5,1955,95.58,25.03
2549,6,1955,60.72,25.03
2550,7,1955,47.45,7.01
2551,8,1955,39.61,14.01
2552,9,1955,33.07,2
2553,10,1955,120.26,22.01
2554,0,1956,1971227.97,62435.8
2555,1,1956,1951108.14,3784.53
2556,2,1956,1937811.63,2260.51
2557,3,1956,1900336.28,1701.14
2558,4,1956,1869083.9,1370.92
2559,5,1956,1809472.85,1205.7
2560,6,1956,1761598.62,1094.13
2561,7,1956,1762223.72,991.61
2562,8,1956,1777217.69,898.16
2563,9,1956,1715207.94,813.75
2564,10,1956,1516208.74,746.14
2565,11,1956,1405633.18,726.31
2566,12,1956,1445377.45,762.02
2567,13,1956,1434838.09,853.25
2568,14,1956,1357668.57,1000.01
2569,15,1956,1223685.47,1189.55
2570,16,1956,1157605.38,1370.91
2571,17,1956,1134959.93,1531.34
2572,18,1956,1042462.47,1670.84
2573,19,1956,991812.42,1789.42
2574,20,1956,968241.39,1885.89
2575,21,1956,964073.18,1955.53
2576,22,1956,939706.4,1997.14
2577,23,1956,975882.31,2010.73
2578,24,1956,1023666.26,1996.3
2579,25,1956,1066880.15,1963.7
2580,26,1956,1122482.75,1952.38
2581,27,1956,1159405.92,1972.2
2582,28,1956,1142749.17,2023.16
2583,29,1956,1144226,2105.26
2584,30,1956,1168303.3,2214.01
2585,31,1956,1200845.96,2331.48
2586,32,1956,1182100.35,2453.2
2587,33,1956,1202157.4,2579.16
2588,34,1956,1226379.11,2709.36
2589,35,1956,1206858.07,2850.76
2590,36,1956,1183331.26,3031.14
2591,37,1956,1175913.58,3257.47
2592,38,1956,1142563.87,3529.73
2593,39,1956,1129502.86,3847.95
2594,40,1956,1118403.71,4210.64
2595,41,1956,1113385.34,4612.01
2596,42,1956,1091151.6,5050.59
2597,43,1956,1080547.27,5526.39
2598,44,1956,1066869.51,6039.4
2599,45,1956,1048572.03,6582.88
2600,46,1956,1033614.86,7129.81
2601,47,1956,1019248.05,7673.44
2602,48,1956,1005461.33,8213.76
2603,49,1956,967460.04,8750.79
2604,50,1956,932116.26,9294.17
2605,51,1956,905478.81,9882.57
2606,52,1956,882317.11,10525.61
2607,53,1956,849654.23,11223.33
2608,54,1956,821053.3,11975.72
2609,55,1956,811285.37,12775.78
2610,56,1956,793472.29,13595.47
2611,57,1956,769846.84,14427.83
2612,58,1956,759977.01,15272.81
2613,59,1956,736491.97,16130.45
2614,60,1956,710519.59,16997.41
2615,61,1956,692428.35,17860.38
2616,62,1956,677100.17,18716.04
2617,63,1956,654181.31,19564.38
2618,64,1956,624087.11,20405.42
2619,65,1956,595996.3,21215.84
2620,66,1956,575007.9,21902.47
2621,67,1956,555248.47,22442.01
2622,68,1956,527319.18,22834.47
2623,69,1956,502386.8,23079.83
2624,70,1956,466245.32,23181.51
2625,71,1956,431473.33,23153.1
2626,72,1956,396872.8,22998
2627,73,1956,363814.21,22716.21
2628,74,1956,327153.17,22307.73
2629,75,1956,295500.4,21785.64
2630,76,1956,264855.02,21202.23
2631,77,1956,239053.36,20570.58
2632,78,1956,213525.58,19890.69
2633,79,1956,191024.19,19162.56
2634,80,1956,166144.21,18360.74
2635,81,1956,143633.32,17383.5
2636,82,1956,121091.1,16205.39
2637,83,1956,103296.58,14826.39
2638,84,1956,86512.58,13246.53
2639,85,1956,71272.34,11863.94
2640,86,1956,58528.7,11293.55
2641,87,1956,45432.97,8957
2642,88,1956,35121.87,7351.92
2643,89,1956,27250.79,6278.2
2644,90,1956,20437.25,5091.41
2645,91,1956,14762.27,3761.51
2646,92,1956,10608.75,2831.9
2647,93,1956,7709.18,2337.56
2648,94,1956,5587.5,1757.18
2649,95,1956,4027.78,1318.88
2650,96,1956,2705.99,1020.68
2651,97,1956,1662.51,573.38
2652,98,1956,1043.48,352.24
2653,99,1956,695.52,235.15
2654,0,1956,476.19,194.13
2655,1,1956,320.5,108.07
2656,2,1956,222.83,65.05
2657,3,1956,156.35,52.03
2658,4,1956,119.27,30.02
2659,5,1956,98.75,30.02
2660,6,1956,69.94,23.01
2661,7,1956,44.69,11
2662,8,1956,37.37,8
2663,9,1956,32.31,6
2664,10,1956,120.75,40
2665,0,1957,2030683.85,64410.15
2666,1,1957,1997991.14,3942.7
2667,2,1957,1973731.52,2351.61
2668,3,1957,1940464.92,1688.15
2669,4,1957,1912155.62,1386.96
2670,5,1957,1862609.22,1235.21
2671,6,1957,1805301.07,1125.1
2672,7,1957,1777831.23,1026.04
2673,8,1957,1744733.98,938.06
2674,9,1957,1778099.22,861.14
2675,10,1957,1735767.46,803.01
2676,11,1957,1518199.44,794.58
2677,12,1957,1407851.59,843.59
2678,13,1957,1431170.42,950.02
2679,14,1957,1450195.7,1113.89
2680,15,1957,1332194.23,1319.49
2681,16,1957,1214158.36,1503.94
2682,17,1957,1161137.94,1651.55
2683,18,1957,1073584.78,1762.32
2684,19,1957,1028625.22,1836.23
2685,20,1957,985449.15,1877.55
2686,21,1957,977201.68,1903.23
2687,22,1957,969164.42,1917.5
2688,23,1957,981383.34,1920.39
2689,24,1957,993202.91,1911.87
2690,25,1957,1032891.89,1898.44
2691,26,1957,1107326.19,1906.01
2692,27,1957,1148679.77,1941.06
2693,28,1957,1130820.44,2003.61
2694,29,1957,1134466.59,2093.62
2695,30,1957,1158689.56,2208.38
2696,31,1957,1188200.61,2336.96
2697,32,1957,1183654.75,2476.62
2698,33,1957,1205070.33,2627.37
2699,34,1957,1216671.5,2789.19
2700,35,1957,1215189.24,2966.83
2701,36,1957,1215223.96,3179.12
2702,37,1957,1200947.47,3430.79
2703,38,1957,1145481.67,3721.85
2704,39,1957,1135786.75,4052.3
2705,40,1957,1132423.01,4419.93
2706,41,1957,1121866.05,4816.06
2707,42,1957,1095567.58,5238.5
2708,43,1957,1090321.57,5687.25
2709,44,1957,1084668.59,6162.3
2710,45,1957,1063306.28,6666.51
2711,46,1957,1042549.41,7211.31
2712,47,1957,1031216.49,7799.54
2713,48,1957,1023963.05,8431.2
2714,49,1957,989318.82,9106.31
2715,50,1957,949862.07,9814.97
2716,51,1957,921181.17,10517.66
2717,52,1957,896816.43,11204.52
2718,53,1957,868754.55,11875.52
2719,54,1957,838511.41,12530.68
2720,55,1957,817963.3,13185.18
2721,56,1957,801774.01,13899.73
2722,57,1957,787248.68,14689.49
2723,58,1957,773783.63,15554.49
2724,59,1957,737318.9,16494.72
2725,60,1957,710199.64,17495.79
2726,61,1957,695078.18,18500.25
2727,62,1957,678274.16,19493.74
2728,63,1957,656208.22,20476.24
2729,64,1957,635293.11,21447.76
2730,65,1957,610643.11,22380.49
2731,66,1957,581685.44,23163.17
2732,67,1957,558581.16,23768.02
2733,68,1957,537454.34,24195.01
2734,69,1957,514783.74,24444.16
2735,70,1957,474829.82,24521.49
2736,71,1957,439073.36,24451.09
2737,72,1957,408960.24,24239.01
2738,73,1957,377962.36,23885.24
2739,74,1957,339305.15,23389.76
2740,75,1957,305537.18,22766.11
2741,76,1957,274338.72,22068.29
2742,77,1957,247161.18,21309.82
2743,78,1957,218468.74,20490.7
2744,79,1957,194333.25,19610.93
2745,80,1957,167730.32,18670.41
2746,81,1957,148117.82,17668.78
2747,82,1957,126661.22,16605.94
2748,83,1957,105304.04,15481.91
2749,84,1957,88825.26,14296.67
2750,85,1957,73405.2,12805.77
2751,86,1957,59564.58,10862.45
2752,87,1957,48191.46,10230.01
2753,88,1957,36851.6,7778.33
2754,89,1957,28098.98,6678.57
2755,90,1957,21344.77,5464.75
2756,91,1957,15830.92,4133.84
2757,92,1957,11292.52,3171.18
2758,93,1957,7933.36,2373.63
2759,94,1957,5619.72,1899.3
2760,95,1957,3993.4,1366.93
2761,96,1957,2840.01,1060.73
2762,97,1957,1870.96,707.49
2763,98,1957,1146.38,446.31
2764,99,1957,713.91,293.2
2765,0,1957,460.26,208.15
2766,1,1957,323.01,114.07
2767,2,1957,224.36,102.07
2768,3,1957,155.25,56.04
2769,4,1957,115.61,28.02
2770,5,1957,88.41,35.03
2771,6,1957,69.5,30.02
2772,7,1957,51.2,13
2773,8,1957,35.34,6
2774,9,1957,30.11,9.01
2775,10,1957,118.76,21.01
2776,0,1958,2064488.51,65040.52
2777,1,1958,2048054.78,3882.52
2778,2,1958,2011219.31,2440.44
2779,3,1958,1972465.47,1822.83
2780,4,1958,1953826.7,1391.11
2781,5,1958,1911212.67,1206.45
2782,6,1958,1856258.09,1097.4
2783,7,1958,1820277.9,999.46
2784,8,1958,1759064.24,912.61
2785,9,1958,1744181.1,836.87
2786,10,1958,1796012.47,779.81
2787,11,1958,1737743.95,771.69
2788,12,1958,1520066.54,820.11
2789,13,1958,1392069.06,925.06
2790,14,1958,1448662.54,1086.52
2791,15,1958,1426666.05,1289.24
2792,16,1958,1317680.55,1472.02
2793,17,1958,1217849.37,1619.6
2794,18,1958,1111568.33,1731.96
2795,19,1958,1063404.24,1809.13
2796,20,1958,1025999.01,1853.93
2797,21,1958,994418.27,1877.83
2798,22,1958,984178.57,1883.67
2799,23,1958,1008703.77,1871.45
2800,24,1958,994284.56,1841.17
2801,25,1958,1000320.2,1802.03
2802,26,1958,1071066.15,1790.81
2803,27,1958,1130683.66,1816.7
2804,28,1958,1125506.93,1879.72
2805,29,1958,1116967.3,1979.83
2806,30,1958,1145715.86,2112.25
2807,31,1958,1179467.12,2257.67
2808,32,1958,1171428.86,2411.27
2809,33,1958,1203760.95,2573.06
2810,34,1958,1216544.11,2743.03
2811,35,1958,1203324.77,2925.76
2812,36,1958,1222660.42,3139.55
2813,37,1958,1235723.82,3388.98
2814,38,1958,1164015.91,3674.04
2815,39,1958,1138683.69,3994.74
2816,40,1958,1143530.38,4349.84
2817,41,1958,1136262.76,4734.38
2818,42,1958,1100140.79,5147.1
2819,43,1958,1094648.42,5588.02
2820,44,1958,1095864.15,6057.15
2821,45,1958,1079690.84,6559.41
2822,46,1958,1058431.8,7114.58
2823,47,1958,1039283.88,7727.59
2824,48,1958,1033973.43,8398.44
2825,49,1958,1010549.01,9127.16
2826,50,1958,968497.3,9897.85
2827,51,1958,936178.48,10647.11
2828,52,1958,912380.56,11359.08
2829,53,1958,885092.57,12033.75
2830,54,1958,858685.07,12671.12
2831,55,1958,836851.23,13286.61
2832,56,1958,809492.51,13941.9
2833,57,1958,796828.91,14652.4
2834,58,1958,791480.81,15418.13
2835,59,1958,746548.43,16239.06
2836,60,1958,710996.98,17114.15
2837,61,1958,694832.86,18039.15
2838,62,1958,679463.8,19013
2839,63,1958,655492.71,20035.69
2840,64,1958,636900.03,21107.22
2841,65,1958,621862.79,22184.67
2842,66,1958,595599.94,23096.23
2843,67,1958,563532.38,23798.98
2844,68,1958,541699.05,24292.9
2845,69,1958,525942.64,24578
2846,70,1958,486319.56,24669.83
2847,71,1958,446809.91,24630.53
2848,72,1958,417529.02,24475.65
2849,73,1958,389900.4,24205.18
2850,74,1958,352668.94,23819.12
2851,75,1958,316068.94,23319.98
2852,76,1958,283312.96,22717.77
2853,77,1958,256344.49,22014.99
2854,78,1958,225131.42,21211.65
2855,79,1958,198282.42,20307.73
2856,80,1958,168078.99,19305.98
2857,81,1958,149257.99,18217.3
2858,82,1958,130726.93,17044.4
2859,83,1958,110424.54,15787.28
2860,84,1958,90294.32,14445.96
2861,85,1958,75135.47,12988.71
2862,86,1958,61408.54,11321.78
2863,87,1958,49030.56,9716.81
2864,88,1958,39132.47,8503.58
2865,89,1958,29413.75,6784.67
2866,90,1958,21921.86,5662.39
2867,91,1958,16463.77,4287.27
2868,92,1958,12062.84,3496.77
2869,93,1958,8397,2557.36
2870,94,1958,5762.7,1862.81
2871,95,1958,3998.58,1320.16
2872,96,1958,2807.35,1010.35
2873,97,1958,1961,752.52
2874,98,1958,1272.94,499.69
2875,99,1958,768.3,282.82
2876,0,1958,462.54,209.87
2877,1,1958,306.57,94.94
2878,2,1958,226.37,75.96
2879,3,1958,156.78,39.98
2880,4,1958,115.68,35.97
2881,5,1958,84.39,25.98
2882,6,1958,61.45,16.99
2883,7,1958,50.45,16.99
2884,8,1958,37.92,17.99
2885,9,1958,25.8,5.99
2886,10,1958,118.5,33
2887,0,1959,2087159.38,64566.45
2888,1,1959,2083954.74,3836.93
2889,2,1959,2062010.96,2423.21
2890,3,1959,2017501.15,1750.88
2891,4,1959,2000513.11,1481.74
2892,5,1959,1969722.3,1320.66
2893,6,1959,1911877.37,1159.59
2894,7,1959,1881462.5,1028.52
2895,8,1959,1807763.68,940.47
2896,9,1959,1767089.12,900.45
2897,10,1959,1769201.85,898.45
2898,11,1959,1807771.31,918.46
2899,12,1959,1748681.76,1019.51
2900,13,1959,1506451.21,921.46
2901,14,1959,1421447.12,1050.53
2902,15,1959,1435273.75,1322.67
2903,16,1959,1413052.63,1666.83
2904,17,1959,1327109.02,1802.91
2905,18,1959,1187892.11,1841.92
2906,19,1959,1101059.44,1817.92
2907,20,1959,1068447.77,1945.98
2908,21,1959,1044085.68,2074.04
2909,22,1959,1016766.92,1930.97
2910,23,1959,1033022.2,1803.9
2911,24,1959,1024720.67,1753.88
2912,25,1959,1007467.36,1793.9
2913,26,1959,1042818.11,1795.9
2914,27,1959,1097894.75,1826.92
2915,28,1959,1119174.82,1857.93
2916,29,1959,1112354.69,1941.97
2917,30,1959,1131831.63,2141.07
2918,31,1959,1174427.82,2229.12
2919,32,1959,1171003.29,2378.2
2920,33,1959,1197128.28,2537.27
2921,34,1959,1221232.34,2786.4
2922,35,1959,1209280.6,2953.48
2923,36,1959,1217570.9,3137.58
2924,37,1959,1253023.36,3421.72
2925,38,1959,1199059.86,3755.89
2926,39,1959,1164017.06,3991
2927,40,1959,1157418.63,4382.2
2928,41,1959,1153999.56,4360.19
2929,42,1959,1117179.45,5175.61
2930,43,1959,1105962.01,5583.8
2931,44,1959,1108319.11,6213.13
2932,45,1959,1095975.12,6755.4
2933,46,1959,1081869.3,7169.6
2934,47,1959,1059590.9,7927.99
2935,48,1959,1044839.56,8642.34
2936,49,1959,1027885.91,9345.69
2937,50,1959,990729.25,9995.03
2938,51,1959,956167.85,10553.31
2939,52,1959,931956.03,11612.84
2940,53,1959,907770.78,12245.15
2941,54,1959,881383.21,12785.43
2942,55,1959,863044.79,13379.72
2943,56,1959,833605.63,13880.98
2944,57,1959,809150.41,14003.04
2945,58,1959,803489.6,16509.3
2946,59,1959,761952.44,17397.74
2947,60,1959,721992.08,16895.49
2948,61,1959,697586.89,17142.62
2949,62,1959,679988.37,19033.57
2950,63,1959,657644.29,20490.3
2951,64,1959,638865.33,21146.63
2952,65,1959,626151.38,22911.51
2953,66,1959,608508.28,22860.49
2954,67,1959,578306.6,23916.02
2955,68,1959,549932.38,23572.85
2956,69,1959,533164.08,24492.31
2957,70,1959,498601.05,25614.87
2958,71,1959,459458.35,24306.22
2959,72,1959,427780.4,24668.39
2960,73,1959,399513.95,24440.28
2961,74,1959,364829.14,24958.55
2962,75,1959,328641.34,24431.28
2963,76,1959,293540.7,22962.54
2964,77,1959,265762.92,21710.91
2965,78,1959,233426.5,21590.85
2966,79,1959,204624.15,20942.52
2967,80,1959,171989.41,19329.72
2968,81,1959,149925.01,17535.81
2969,82,1959,132128.71,17303.7
2970,83,1959,114394.68,16320.21
2971,84,1959,95316.3,14904.49
2972,85,1959,76716.54,12833.45
2973,86,1959,63153.94,11630.84
2974,87,1959,50763.9,10129.09
2975,88,1959,39996.28,8473.26
2976,89,1959,31387.33,7342.69
2977,90,1959,23115.03,5746.89
2978,91,1959,16958.98,4309.16
2979,92,1959,12586.03,3487.75
2980,93,1959,8996.44,2739.37
2981,94,1959,6140.39,1966.99
2982,95,1959,4152.98,1305.65
2983,96,1959,2848.31,975.49
2984,97,1959,1934.93,747.38
2985,98,1959,1324.31,520.26
2986,99,1959,864.06,312.16
2987,0,1959,512.63,218.11
2988,1,1959,302.78,106.06
2989,2,1959,220.61,68.04
2990,3,1959,166.39,54.03
2991,4,1959,115.35,31.02
2992,5,1959,87.07,18
2993,6,1959,64.11,19
2994,7,1959,43.61,19.01
2995,8,1959,34.01,10
2996,9,1959,27.85,3
2997,10,1959,112.92,26
2998,0,1960,2098727.08,63964.65
2999,1,1960,2082826.57,3950.77
3000,2,1960,2073168.01,2440.1
3001,3,1960,2055426.1,1921.86
3002,4,1960,2040431.82,1535.69
3003,5,1960,2008448.02,1270.57
3004,6,1960,1954758.26,1197.54
3005,7,1960,1929213.48,1070.48
3006,8,1960,1853151.25,971.44
3007,9,1960,1810009.89,842.37
3008,10,1960,1785689.81,820.37
3009,11,1960,1771903.74,868.39
3010,12,1960,1811135.77,891.39
3011,13,1960,1719268.3,1081.49
3012,14,1960,1542164.7,1028.46
3013,15,1960,1402554.48,1178.53
3014,16,1960,1410519.01,1554.7
3015,17,1960,1415479.19,1879.84
3016,18,1960,1303597.98,2019.91
3017,19,1960,1144637.26,1999.9
3018,20,1960,1101701.33,1987.89
3019,21,1960,1078746.7,2004.9
3020,22,1960,1062504.97,1924.86
3021,23,1960,1047430.48,1761.78
3022,24,1960,1033356.57,1801.81
3023,25,1960,1033366.77,1907.86
3024,26,1960,1034993.58,1784.8
3025,27,1960,1057955.53,1802.81
3026,28,1960,1088282.36,1827.82
3027,29,1960,1102609.41,1959.88
3028,30,1960,1120713.29,2057.92
3029,31,1960,1149264.21,2132.96
3030,32,1960,1164793.43,2326.04
3031,33,1960,1185085.91,2589.16
3032,34,1960,1205554.21,2630.17
3033,35,1960,1210781.4,2951.32
3034,36,1960,1214878.45,3151.42
3035,37,1960,1235875.95,3426.53
3036,38,1960,1217109.1,3865.73
3037,39,1960,1193621.33,4206.88
3038,40,1960,1174950,4500.01
3039,41,1960,1159810.62,4719.11
3040,42,1960,1132931.45,5293.37
3041,43,1960,1117123.21,5533.48
3042,44,1960,1112231.95,6199.78
3043,45,1960,1103397.42,6899.09
3044,46,1960,1093281.72,7379.31
3045,47,1960,1075906.07,8121.63
3046,48,1960,1054820.52,8861.97
3047,49,1960,1033086.93,9580.29
3048,50,1960,1003898.73,10642.77
3049,51,1960,972884.73,10853.86
3050,52,1960,948550.21,12101.42
3051,53,1960,928453.16,12520.61
3052,54,1960,905646.98,13223.92
3053,55,1960,883949.92,13971.25
3054,56,1960,859319.61,14299.41
3055,57,1960,828858.6,15011.72
3056,58,1960,804857.26,15401.9
3057,59,1960,767929.54,17858
3058,60,1960,733583.67,18529.3
3059,61,1960,702545.89,17509.84
3060,62,1960,678075.86,19358.67
3061,63,1960,657431.44,20057.99
3062,64,1960,640920.2,22138.92
3063,65,1960,626511.63,24031.76
3064,66,1960,611091.25,23017.31
3065,67,1960,589978.92,25076.23
3066,68,1960,563704.54,24698.07
3067,69,1960,538444.6,24561
3068,70,1960,506404.66,26528.89
3069,71,1960,471845.12,25639.48
3070,72,1960,438906.25,26904.05
3071,73,1960,406552.99,25369.36
3072,74,1960,372424.1,25720.52
3073,75,1960,338152.29,25802.56
3074,76,1960,303969.08,24412.94
3075,77,1960,273124.33,23015.31
3076,78,1960,241162.35,22512.08
3077,79,1960,211198.03,21446.6
3078,80,1960,181235.76,21094.44
3079,81,1960,152965.29,17885.01
3080,82,1960,132327.51,17713.93
3081,83,1960,115121.58,16519.4
3082,84,1960,98452.56,15753.06
3083,85,1960,80885.67,13884.22
3084,86,1960,64217.45,11881.32
3085,87,1960,52027.63,10558.73
3086,88,1960,41195.13,8908.99
3087,89,1960,31950.33,7306.27
3088,90,1960,24665.42,6284.81
3089,91,1960,17920.32,4463
3090,92,1960,12959,3678.64
3091,93,1960,9349.74,2912.31
3092,94,1960,6540.59,2099.94
3093,95,1960,4400.68,1500.67
3094,96,1960,2933.54,1065.48
3095,97,1960,1964.35,766.35
3096,98,1960,1294.49,485.21
3097,99,1960,898.28,349.16
3098,0,1960,584.6,237.11
3099,1,1960,339.1,137.06
3100,2,1960,206.78,80.04
3101,3,1960,157.98,48.02
3102,4,1960,123.68,32.02
3103,5,1960,86.28,36.02
3104,6,1960,62.4,19
3105,7,1960,48.41,9
3106,8,1960,33.17,8
3107,9,1960,26.59,7
3108,10,1960,109.98,29
3109,0,1961,2107489.22,62142.95
3110,1,1961,2087895.07,3672.36
3111,2,1961,2061842.31,2277.84
3112,3,1961,2069401.51,1769.66
3113,4,1961,2083494.82,1467.54
3114,5,1961,2046743.43,1238.46
3115,6,1961,1990636.9,1192.44
3116,7,1961,1974339.28,978.37
3117,8,1961,1896721.9,883.33
3118,9,1961,1862168.91,827.31
3119,10,1961,1834452.68,815.3
3120,11,1961,1785575.26,818.3
3121,12,1961,1776127.03,903.34
3122,13,1961,1779275.46,1016.38
3123,14,1961,1769229.84,1211.44
3124,15,1961,1524416.81,1163.43
3125,16,1961,1380107.28,1467.54
3126,17,1961,1414690.99,1795.66
3127,18,1961,1401096.91,2056.76
3128,19,1961,1239948.73,2004.74
3129,20,1961,1163618.83,1968.73
3130,21,1961,1114327.89,1997.73
3131,22,1961,1093788.12,2027.75
3132,23,1961,1070790.42,1919.71
3133,24,1961,1046042.8,1715.63
3134,25,1961,1049265.65,1719.64
3135,26,1961,1047284.09,1742.65
3136,27,1961,1043766.75,1718.63
3137,28,1961,1059472.73,1817.67
3138,29,1961,1086480.42,1846.68
3139,30,1961,1116244.76,2076.77
3140,31,1961,1126485.7,2120.78
3141,32,1961,1148724.96,2195.81
3142,33,1961,1169473.12,2380.88
3143,34,1961,1190225.18,2633.97
3144,35,1961,1202983.4,2859.05
3145,36,1961,1212487.92,3159.17
3146,37,1961,1220506.17,3372.24
3147,38,1961,1223005.88,3690.37
3148,39,1961,1213762.84,4112.51
3149,40,1961,1196281.39,4534.67
3150,41,1961,1173289.39,4837.79
3151,42,1961,1150537.14,5141.9
3152,43,1961,1130775.52,5582.06
3153,44,1961,1116513.07,6121.26
3154,45,1961,1107975.8,6592.43
3155,46,1961,1098649.2,7173.65
3156,47,1961,1084703.23,8149.01
3157,48,1961,1064434.1,8595.17
3158,49,1961,1040289.98,9135.37
3159,50,1961,1015293.54,10439.85
3160,51,1961,987397.33,11023.07
3161,52,1961,965075.68,11553.26
3162,53,1961,948895.19,12425.59
3163,54,1961,931453.21,13009.81
3164,55,1961,907108.64,13929.14
3165,56,1961,882293.53,14400.32
3166,57,1961,850610.25,14980.53
3167,58,1961,811529.42,15773.83
3168,59,1961,772582.96,16078.94
3169,60,1961,740116.55,18549.85
3170,61,1961,708814.97,19056.04
3171,62,1961,680742.51,18647.89
3172,63,1961,659607.27,19436.18
3173,64,1961,643135.48,20752.66
3174,65,1961,627120.34,23440.65
3175,66,1961,610082.89,23075.52
3176,67,1961,593006.22,24409.01
3177,68,1961,572675.91,25186.3
3178,69,1961,546434.92,24343.99
3179,70,1961,515180.83,25086.26
3180,71,1961,482797.14,25268.33
3181,72,1961,449033.67,26979.96
3182,73,1961,414256.88,25661.47
3183,74,1961,379097.92,24511.06
3184,75,1961,345086.46,25566.44
3185,76,1961,312271.88,24403.01
3186,77,1961,279937.78,23602.71
3187,78,1961,248206.98,22837.43
3188,79,1961,217853.36,21501.94
3189,80,1961,187045.37,20862.7
3190,81,1961,161430.05,19334.14
3191,82,1961,135037.7,17361.41
3192,83,1961,115320.25,16578.12
3193,84,1961,99097.61,15449.71
3194,85,1961,83635.55,14357.3
3195,86,1961,67775.57,12361.57
3196,87,1961,53021.93,10487.88
3197,88,1961,42312.57,8972.31
3198,89,1961,33007.88,7589.8
3199,90,1961,25210.79,6025.22
3200,91,1961,19224.31,4970.84
3201,92,1961,13712.98,3780.39
3202,93,1961,9651.21,2895.07
3203,94,1961,6823.25,2262.83
3204,95,1961,4679.3,1648.61
3205,96,1961,3072.28,1104.41
3206,97,1961,2025.13,769.29
3207,98,1961,1334.39,486.18
3208,99,1961,887.05,310.12
3209,0,1961,612.19,234.09
3210,1,1961,401.26,138.05
3211,2,1961,235.53,72.02
3212,3,1961,147.18,54.02
3213,4,1961,112.42,42.02
3214,5,1961,88.48,34.02
3215,6,1961,60.66,15
3216,7,1961,49.3,9
3217,8,1961,37.97,17
3218,9,1961,24.22,3
3219,10,1961,105.7,27
3220,0,1962,2086814.74,60959.46
3221,1,1962,2094408.62,3523.18
3222,2,1962,2062782.24,2218.75
3223,3,1962,2061379.11,1734.58
3224,4,1962,2098914.31,1362.46
3225,5,1962,2087612.75,1249.42
3226,6,1962,2029923.17,1129.38
3227,7,1962,2010397.6,1001.33
3228,8,1962,1941164.67,912.31
3229,9,1962,1910115.9,854.29
3230,10,1962,1893328.7,808.27
3231,11,1962,1828708.77,828.27
3232,12,1962,1790810.1,897.3
3233,13,1962,1747876.24,1027.34
3234,14,1962,1832496.76,1213.41
3235,15,1962,1752047.47,1410.47
3236,16,1962,1503423.57,1492.5
3237,17,1962,1384738.74,1752.59
3238,18,1962,1403701.03,2121.71
3239,19,1962,1335597.38,2349.79
3240,20,1962,1269701.95,2150.72
3241,21,1962,1175874.66,2170.73
3242,22,1962,1123573.07,1996.67
3243,23,1962,1085524.16,1995.67
3244,24,1962,1069536.31,1839.62
3245,25,1962,1061288.31,1804.6
3246,26,1962,1056506.74,1743.58
3247,27,1962,1053032.4,1754.59
3248,28,1962,1049760.33,1759.59
3249,29,1962,1064973.3,1862.63
3250,30,1962,1105739.86,1983.66
3251,31,1962,1111727.27,2069.69
3252,32,1962,1129732.09,2234.75
3253,33,1962,1147469.97,2417.81
3254,34,1962,1174229.19,2654.89
3255,35,1962,1190731.29,2959
3256,36,1962,1202242.13,3122.05
3257,37,1962,1211245.05,3582.2
3258,38,1962,1219248.5,3853.3
3259,39,1962,1221006.87,4089.37
