"","gender","age","year","improvement"
"2792","female",28,1964,-1e-04
"2793","female",29,1964,-3e-04
"2794","female",30,1964,-0.001
"2795","female",31,1964,-0.0018
"2796","female",32,1964,-0.0028
"2797","female",33,1964,-0.0037
"2798","female",34,1964,-0.0045
"2799","female",35,1964,-0.0052
"2800","female",36,1964,-0.0057
"2801","female",37,1964,-0.006
"2802","female",38,1964,-0.0062
"2803","female",39,1964,-0.0062
"2804","female",40,1964,-0.0062
"2805","female",41,1964,-0.006
"2806","female",42,1964,-0.0057
"2807","female",43,1964,-0.0054
"2808","female",44,1964,-0.005
"2809","female",45,1964,-0.0046
"2810","female",46,1964,-0.0041
"2811","female",47,1964,-0.0037
"2812","female",48,1964,-0.0032
"2813","female",49,1964,-0.0026
"2814","female",50,1964,-0.002
"2815","female",51,1964,-0.0014
"2816","female",52,1964,-6e-04
"2817","female",53,1964,1e-04
"2818","female",54,1964,0.001
"2819","female",55,1964,0.002
"2820","female",56,1964,0.003
"2821","female",57,1964,0.0041
"2822","female",58,1964,0.0052
"2823","female",59,1964,0.0063
"2824","female",60,1964,0.0073
"2825","female",61,1964,0.0083
"2826","female",62,1964,0.0092
"2827","female",63,1964,0.0099
"2828","female",64,1964,0.0105
"2829","female",65,1964,0.0111
"2830","female",66,1964,0.0115
"2831","female",67,1964,0.012
"2832","female",68,1964,0.0123
"2833","female",69,1964,0.0126
"2834","female",70,1964,0.0128
"2835","female",71,1964,0.0129
"2836","female",72,1964,0.0129
"2837","female",73,1964,0.0127
"2838","female",74,1964,0.0125
"2839","female",75,1964,0.0122
"2840","female",76,1964,0.012
"2841","female",77,1964,0.0118
"2842","female",78,1964,0.0116
"2843","female",79,1964,0.0115
"2844","female",80,1964,0.0113
"2845","female",81,1964,0.0111
"2846","female",82,1964,0.0109
"2847","female",83,1964,0.0107
"2848","female",84,1964,0.0104
"2849","female",85,1964,0.0101
"2850","female",86,1964,0.0099
"2851","female",87,1964,0.0097
"2852","female",88,1964,0.0095
"2853","female",89,1964,0.0094
"2854","female",90,1964,0.0094
"2855","female",91,1964,0.0095
"2856","female",92,1964,0.0096
"2857","female",93,1964,0.0098
"2858","female",94,1964,0.0101
"2859","female",95,1964,0.0104
"2860","female",96,1964,0.0099
"2861","female",97,1964,0.0094
"2862","female",98,1964,0.0088
"2863","female",99,1964,0.0083
"2864","female",100,1964,0.0078
"2865","female",101,1964,0.0073
"2866","female",102,1964,0.0068
"2867","female",103,1964,0.0062
"2868","female",104,1964,0.0057
"2869","female",105,1964,0.0052
"2870","female",106,1964,0.0047
"2871","female",107,1964,0.0042
"2872","female",108,1964,0.0036
"2873","female",109,1964,0.0031
"2874","female",110,1964,0.0026
"2875","female",111,1964,0.0021
"2876","female",112,1964,0.0016
"2877","female",113,1964,0.001
"2878","female",114,1964,5e-04
"2879","female",115,1964,0
"2880","female",116,1964,0
"2881","female",117,1964,0
"2882","female",118,1964,0
"2883","female",119,1964,0
"2884","female",120,1964,0
"2885","male",18,1965,-0.0333
"2886","male",19,1965,-0.0333
"2887","male",20,1965,-0.0333
"2888","male",21,1965,-0.0326
"2889","male",22,1965,-0.0315
"2890","male",23,1965,-0.0301
"2891","male",24,1965,-0.0286
"2892","male",25,1965,-0.0271
"2893","male",26,1965,-0.0256
"2894","male",27,1965,-0.0241
"2895","male",28,1965,-0.0228
"2896","male",29,1965,-0.0215
"2897","male",30,1965,-0.0205
"2898","male",31,1965,-0.0195
"2899","male",32,1965,-0.0187
"2900","male",33,1965,-0.0179
"2901","male",34,1965,-0.0172
"2902","male",35,1965,-0.0164
"2903","male",36,1965,-0.0157
"2904","male",37,1965,-0.015
"2905","male",38,1965,-0.0142
"2906","male",39,1965,-0.0133
"2907","male",40,1965,-0.0123
"2908","male",41,1965,-0.0112
"2909","male",42,1965,-0.01
"2910","male",43,1965,-0.0087
"2911","male",44,1965,-0.0074
"2912","male",45,1965,-0.0061
"2913","male",46,1965,-0.0048
"2914","male",47,1965,-0.0036
"2915","male",48,1965,-0.0026
"2916","male",49,1965,-0.0017
"2917","male",50,1965,-0.0012
"2918","male",51,1965,-8e-04
"2919","male",52,1965,-8e-04
"2920","male",53,1965,-9e-04
"2921","male",54,1965,-0.0012
"2922","male",55,1965,-0.0016
"2923","male",56,1965,-0.002
"2924","male",57,1965,-0.0023
"2925","male",58,1965,-0.0025
"2926","male",59,1965,-0.0025
"2927","male",60,1965,-0.0024
"2928","male",61,1965,-0.0022
"2929","male",62,1965,-0.0018
"2930","male",63,1965,-0.0014
"2931","male",64,1965,-0.001
"2932","male",65,1965,-7e-04
"2933","male",66,1965,-5e-04
"2934","male",67,1965,-5e-04
"2935","male",68,1965,-6e-04
"2936","male",69,1965,-8e-04
"2937","male",70,1965,-0.001
"2938","male",71,1965,-0.0013
"2939","male",72,1965,-0.0016
"2940","male",73,1965,-0.0018
"2941","male",74,1965,-0.0019
"2942","male",75,1965,-0.0018
"2943","male",76,1965,-0.0017
"2944","male",77,1965,-0.0015
"2945","male",78,1965,-0.0011
"2946","male",79,1965,-7e-04
"2947","male",80,1965,-3e-04
"2948","male",81,1965,2e-04
"2949","male",82,1965,6e-04
"2950","male",83,1965,0.001
"2951","male",84,1965,0.0013
"2952","male",85,1965,0.0017
"2953","male",86,1965,0.0019
"2954","male",87,1965,0.0022
"2955","male",88,1965,0.0024
"2956","male",89,1965,0.0026
"2957","male",90,1965,0.0027
"2958","male",91,1965,0.0029
"2959","male",92,1965,0.0031
"2960","male",93,1965,0.0032
"2961","male",94,1965,0.0034
"2962","male",95,1965,0.0035
"2963","male",96,1965,0.0033
"2964","male",97,1965,0.0031
"2965","male",98,1965,0.003
"2966","male",99,1965,0.0028
"2967","male",100,1965,0.0026
"2968","male",101,1965,0.0024
"2969","male",102,1965,0.0023
"2970","male",103,1965,0.0021
"2971","male",104,1965,0.0019
"2972","male",105,1965,0.0017
"2973","male",106,1965,0.0016
"2974","male",107,1965,0.0014
"2975","male",108,1965,0.0012
"2976","male",109,1965,0.001
"2977","male",110,1965,9e-04
"2978","male",111,1965,7e-04
"2979","male",112,1965,5e-04
"2980","male",113,1965,3e-04
"2981","male",114,1965,2e-04
"2982","male",115,1965,0
"2983","male",116,1965,0
"2984","male",117,1965,0
"2985","male",118,1965,0
"2986","male",119,1965,0
"2987","male",120,1965,0
"2988","female",18,1965,-0.0161
"2989","female",19,1965,-0.0161
"2990","female",20,1965,-0.0161
"2991","female",21,1965,-0.0134
"2992","female",22,1965,-0.0105
"2993","female",23,1965,-0.0077
"2994","female",24,1965,-0.0051
"2995","female",25,1965,-0.0029
"2996","female",26,1965,-0.0011
"2997","female",27,1965,0
"2998","female",28,1965,5e-04
"2999","female",29,1965,5e-04
"3000","female",30,1965,1e-04
"3001","female",31,1965,-6e-04
"3002","female",32,1965,-0.0015
"3003","female",33,1965,-0.0024
"3004","female",34,1965,-0.0032
"3005","female",35,1965,-0.004
"3006","female",36,1965,-0.0046
"3007","female",37,1965,-0.0051
"3008","female",38,1965,-0.0055
"3009","female",39,1965,-0.0058
"3010","female",40,1965,-0.0059
"3011","female",41,1965,-0.0058
"3012","female",42,1965,-0.0057
"3013","female",43,1965,-0.0054
"3014","female",44,1965,-0.005
"3015","female",45,1965,-0.0045
"3016","female",46,1965,-0.004
"3017","female",47,1965,-0.0034
"3018","female",48,1965,-0.0029
"3019","female",49,1965,-0.0023
"3020","female",50,1965,-0.0018
"3021","female",51,1965,-0.0013
"3022","female",52,1965,-9e-04
"3023","female",53,1965,-4e-04
"3024","female",54,1965,1e-04
"3025","female",55,1965,8e-04
"3026","female",56,1965,0.0017
"3027","female",57,1965,0.0029
"3028","female",58,1965,0.0042
"3029","female",59,1965,0.0057
"3030","female",60,1965,0.0073
"3031","female",61,1965,0.0088
"3032","female",62,1965,0.0101
"3033","female",63,1965,0.0112
"3034","female",64,1965,0.012
"3035","female",65,1965,0.0127
"3036","female",66,1965,0.0131
"3037","female",67,1965,0.0134
"3038","female",68,1965,0.0136
"3039","female",69,1965,0.0137
"3040","female",70,1965,0.0137
"3041","female",71,1965,0.0136
"3042","female",72,1965,0.0135
"3043","female",73,1965,0.0133
"3044","female",74,1965,0.0131
"3045","female",75,1965,0.0129
"3046","female",76,1965,0.0128
"3047","female",77,1965,0.0126
"3048","female",78,1965,0.0126
"3049","female",79,1965,0.0126
"3050","female",80,1965,0.0126
"3051","female",81,1965,0.0125
"3052","female",82,1965,0.0125
"3053","female",83,1965,0.0125
"3054","female",84,1965,0.0124
"3055","female",85,1965,0.0123
"3056","female",86,1965,0.0122
"3057","female",87,1965,0.0121
"3058","female",88,1965,0.012
"3059","female",89,1965,0.0119
"3060","female",90,1965,0.0119
"3061","female",91,1965,0.0118
"3062","female",92,1965,0.0118
"3063","female",93,1965,0.0119
"3064","female",94,1965,0.012
"3065","female",95,1965,0.0121
"3066","female",96,1965,0.0115
"3067","female",97,1965,0.0109
"3068","female",98,1965,0.0103
"3069","female",99,1965,0.0097
"3070","female",100,1965,0.0091
"3071","female",101,1965,0.0085
"3072","female",102,1965,0.0079
"3073","female",103,1965,0.0072
"3074","female",104,1965,0.0066
"3075","female",105,1965,0.006
"3076","female",106,1965,0.0054
"3077","female",107,1965,0.0048
"3078","female",108,1965,0.0042
"3079","female",109,1965,0.0036
"3080","female",110,1965,0.003
"3081","female",111,1965,0.0024
"3082","female",112,1965,0.0018
"3083","female",113,1965,0.0012
"3084","female",114,1965,6e-04
"3085","female",115,1965,0
"3086","female",116,1965,0
"3087","female",117,1965,0
"3088","female",118,1965,0
"3089","female",119,1965,0
"3090","female",120,1965,0
"3091","male",18,1966,-0.0375
"3092","male",19,1966,-0.0375
"3093","male",20,1966,-0.0375
"3094","male",21,1966,-0.0366
"3095","male",22,1966,-0.0352
"3096","male",23,1966,-0.0333
"3097","male",24,1966,-0.0313
"3098","male",25,1966,-0.0291
"3099","male",26,1966,-0.027
"3100","male",27,1966,-0.025
"3101","male",28,1966,-0.0232
"3102","male",29,1966,-0.0217
"3103","male",30,1966,-0.0204
"3104","male",31,1966,-0.0193
"3105","male",32,1966,-0.0183
"3106","male",33,1966,-0.0174
"3107","male",34,1966,-0.0166
"3108","male",35,1966,-0.0159
"3109","male",36,1966,-0.0151
"3110","male",37,1966,-0.0144
"3111","male",38,1966,-0.0136
"3112","male",39,1966,-0.0128
"3113","male",40,1966,-0.0118
"3114","male",41,1966,-0.0108
"3115","male",42,1966,-0.0097
"3116","male",43,1966,-0.0084
"3117","male",44,1966,-0.0071
"3118","male",45,1966,-0.0057
"3119","male",46,1966,-0.0043
"3120","male",47,1966,-0.0029
"3121","male",48,1966,-0.0017
"3122","male",49,1966,-7e-04
"3123","male",50,1966,0
"3124","male",51,1966,4e-04
"3125","male",52,1966,4e-04
"3126","male",53,1966,2e-04
"3127","male",54,1966,-1e-04
"3128","male",55,1966,-6e-04
"3129","male",56,1966,-0.001
"3130","male",57,1966,-0.0012
"3131","male",58,1966,-0.0013
"3132","male",59,1966,-0.0012
"3133","male",60,1966,-9e-04
"3134","male",61,1966,-4e-04
"3135","male",62,1966,0
"3136","male",63,1966,5e-04
"3137","male",64,1966,9e-04
"3138","male",65,1966,0.0011
"3139","male",66,1966,0.0012
"3140","male",67,1966,0.0011
"3141","male",68,1966,9e-04
"3142","male",69,1966,5e-04
"3143","male",70,1966,1e-04
"3144","male",71,1966,-2e-04
"3145","male",72,1966,-6e-04
"3146","male",73,1966,-8e-04
"3147","male",74,1966,-8e-04
"3148","male",75,1966,-8e-04
"3149","male",76,1966,-6e-04
"3150","male",77,1966,-4e-04
"3151","male",78,1966,0
"3152","male",79,1966,4e-04
"3153","male",80,1966,9e-04
"3154","male",81,1966,0.0014
"3155","male",82,1966,0.0019
"3156","male",83,1966,0.0024
"3157","male",84,1966,0.0028
"3158","male",85,1966,0.0032
"3159","male",86,1966,0.0036
"3160","male",87,1966,0.004
"3161","male",88,1966,0.0042
"3162","male",89,1966,0.0045
"3163","male",90,1966,0.0047
"3164","male",91,1966,0.0049
"3165","male",92,1966,0.005
"3166","male",93,1966,0.0051
"3167","male",94,1966,0.0052
"3168","male",95,1966,0.0053
"3169","male",96,1966,0.005
"3170","male",97,1966,0.0047
"3171","male",98,1966,0.0045
"3172","male",99,1966,0.0042
"3173","male",100,1966,0.004
"3174","male",101,1966,0.0037
"3175","male",102,1966,0.0034
"3176","male",103,1966,0.0032
"3177","male",104,1966,0.0029
"3178","male",105,1966,0.0026
"3179","male",106,1966,0.0024
"3180","male",107,1966,0.0021
"3181","male",108,1966,0.0018
"3182","male",109,1966,0.0016
"3183","male",110,1966,0.0013
"3184","male",111,1966,0.0011
"3185","male",112,1966,8e-04
"3186","male",113,1966,5e-04
"3187","male",114,1966,3e-04
"3188","male",115,1966,0
"3189","male",116,1966,0
"3190","male",117,1966,0
"3191","male",118,1966,0
"3192","male",119,1966,0
"3193","male",120,1966,0
"3194","female",18,1966,-0.0174
"3195","female",19,1966,-0.0174
"3196","female",20,1966,-0.0174
"3197","female",21,1966,-0.0144
"3198","female",22,1966,-0.0112
"3199","female",23,1966,-0.0081
"3200","female",24,1966,-0.0052
"3201","female",25,1966,-0.0028
"3202","female",26,1966,-8e-04
"3203","female",27,1966,7e-04
"3204","female",28,1966,0.0017
"3205","female",29,1966,0.0021
"3206","female",30,1966,0.002
"3207","female",31,1966,0.0016
"3208","female",32,1966,0.001
"3209","female",33,1966,1e-04
"3210","female",34,1966,-8e-04
"3211","female",35,1966,-0.0017
"3212","female",36,1966,-0.0025
"3213","female",37,1966,-0.0033
"3214","female",38,1966,-0.0039
"3215","female",39,1966,-0.0043
"3216","female",40,1966,-0.0046
"3217","female",41,1966,-0.0047
"3218","female",42,1966,-0.0046
"3219","female",43,1966,-0.0043
"3220","female",44,1966,-0.0039
"3221","female",45,1966,-0.0034
"3222","female",46,1966,-0.0028
"3223","female",47,1966,-0.0022
"3224","female",48,1966,-0.0015
"3225","female",49,1966,-0.001
"3226","female",50,1966,-5e-04
"3227","female",51,1966,-3e-04
"3228","female",52,1966,-1e-04
"3229","female",53,1966,0
"3230","female",54,1966,1e-04
"3231","female",55,1966,5e-04
"3232","female",56,1966,0.0011
"3233","female",57,1966,0.0022
"3234","female",58,1966,0.0036
"3235","female",59,1966,0.0054
"3236","female",60,1966,0.0073
"3237","female",61,1966,0.0091
"3238","female",62,1966,0.0109
"3239","female",63,1966,0.0123
"3240","female",64,1966,0.0135
"3241","female",65,1966,0.0143
"3242","female",66,1966,0.0149
"3243","female",67,1966,0.0151
"3244","female",68,1966,0.0152
"3245","female",69,1966,0.0151
"3246","female",70,1966,0.0149
"3247","female",71,1966,0.0146
"3248","female",72,1966,0.0144
"3249","female",73,1966,0.0142
"3250","female",74,1966,0.014
"3251","female",75,1966,0.0139
"3252","female",76,1966,0.0138
"3253","female",77,1966,0.0138
"3254","female",78,1966,0.0138
"3255","female",79,1966,0.0139
"3256","female",80,1966,0.014
"3257","female",81,1966,0.0141
"3258","female",82,1966,0.0142
"3259","female",83,1966,0.0143
"3260","female",84,1966,0.0144
"3261","female",85,1966,0.0144
"3262","female",86,1966,0.0144
"3263","female",87,1966,0.0144
"3264","female",88,1966,0.0144
"3265","female",89,1966,0.0143
"3266","female",90,1966,0.0142
"3267","female",91,1966,0.0141
"3268","female",92,1966,0.014
"3269","female",93,1966,0.0138
"3270","female",94,1966,0.0137
"3271","female",95,1966,0.0136
"3272","female",96,1966,0.0129
"3273","female",97,1966,0.0122
"3274","female",98,1966,0.0115
"3275","female",99,1966,0.0109
"3276","female",100,1966,0.0102
"3277","female",101,1966,0.0095
"3278","female",102,1966,0.0088
"3279","female",103,1966,0.0081
"3280","female",104,1966,0.0075
"3281","female",105,1966,0.0068
"3282","female",106,1966,0.0061
"3283","female",107,1966,0.0054
"3284","female",108,1966,0.0047
"3285","female",109,1966,0.0041
"3286","female",110,1966,0.0034
"3287","female",111,1966,0.0027
"3288","female",112,1966,0.002
"3289","female",113,1966,0.0014
"3290","female",114,1966,7e-04
"3291","female",115,1966,0
"3292","female",116,1966,0
"3293","female",117,1966,0
"3294","female",118,1966,0
"3295","female",119,1966,0
"3296","female",120,1966,0
"3297","male",18,1967,-0.0374
"3298","male",19,1967,-0.0374
"3299","male",20,1967,-0.0374
"3300","male",21,1967,-0.0365
"3301","male",22,1967,-0.0349
"3302","male",23,1967,-0.0329
"3303","male",24,1967,-0.0306
"3304","male",25,1967,-0.0281
"3305","male",26,1967,-0.0257
"3306","male",27,1967,-0.0234
"3307","male",28,1967,-0.0215
"3308","male",29,1967,-0.0198
"3309","male",30,1967,-0.0183
"3310","male",31,1967,-0.0171
"3311","male",32,1967,-0.0161
"3312","male",33,1967,-0.0152
"3313","male",34,1967,-0.0144
"3314","male",35,1967,-0.0136
"3315","male",36,1967,-0.0129
"3316","male",37,1967,-0.0121
"3317","male",38,1967,-0.0114
"3318","male",39,1967,-0.0106
"3319","male",40,1967,-0.0098
"3320","male",41,1967,-0.0089
"3321","male",42,1967,-0.0079
"3322","male",43,1967,-0.0067
"3323","male",44,1967,-0.0055
"3324","male",45,1967,-0.0041
"3325","male",46,1967,-0.0027
"3326","male",47,1967,-0.0013
"3327","male",48,1967,0
"3328","male",49,1967,0.0011
"3329","male",50,1967,0.0019
"3330","male",51,1967,0.0024
"3331","male",52,1967,0.0025
"3332","male",53,1967,0.0022
"3333","male",54,1967,0.0018
"3334","male",55,1967,0.0013
"3335","male",56,1967,9e-04
"3336","male",57,1967,7e-04
"3337","male",58,1967,7e-04
"3338","male",59,1967,9e-04
"3339","male",60,1967,0.0014
"3340","male",61,1967,0.0019
"3341","male",62,1967,0.0024
"3342","male",63,1967,0.0028
"3343","male",64,1967,0.0031
"3344","male",65,1967,0.0033
"3345","male",66,1967,0.0032
"3346","male",67,1967,0.003
"3347","male",68,1967,0.0026
"3348","male",69,1967,0.0021
"3349","male",70,1967,0.0017
"3350","male",71,1967,0.0012
"3351","male",72,1967,9e-04
"3352","male",73,1967,7e-04
"3353","male",74,1967,6e-04
"3354","male",75,1967,7e-04
"3355","male",76,1967,9e-04
"3356","male",77,1967,0.0011
"3357","male",78,1967,0.0015
"3358","male",79,1967,0.0019
"3359","male",80,1967,0.0024
"3360","male",81,1967,0.0029
"3361","male",82,1967,0.0034
"3362","male",83,1967,0.0039
"3363","male",84,1967,0.0045
"3364","male",85,1967,0.0049
"3365","male",86,1967,0.0054
"3366","male",87,1967,0.0058
"3367","male",88,1967,0.0061
"3368","male",89,1967,0.0064
"3369","male",90,1967,0.0066
"3370","male",91,1967,0.0068
"3371","male",92,1967,0.0069
"3372","male",93,1967,0.0069
"3373","male",94,1967,0.007
"3374","male",95,1967,0.0069
"3375","male",96,1967,0.0066
"3376","male",97,1967,0.0062
"3377","male",98,1967,0.0059
"3378","male",99,1967,0.0056
"3379","male",100,1967,0.0052
"3380","male",101,1967,0.0049
"3381","male",102,1967,0.0045
"3382","male",103,1967,0.0042
"3383","male",104,1967,0.0038
"3384","male",105,1967,0.0035
"3385","male",106,1967,0.0031
"3386","male",107,1967,0.0028
"3387","male",108,1967,0.0024
"3388","male",109,1967,0.0021
"3389","male",110,1967,0.0017
"3390","male",111,1967,0.0014
"3391","male",112,1967,0.001
"3392","male",113,1967,7e-04
"3393","male",114,1967,3e-04
"3394","male",115,1967,0
"3395","male",116,1967,0
"3396","male",117,1967,0
"3397","male",118,1967,0
"3398","male",119,1967,0
"3399","male",120,1967,0
"3400","female",18,1967,-0.0166
"3401","female",19,1967,-0.0166
"3402","female",20,1967,-0.0166
"3403","female",21,1967,-0.0136
"3404","female",22,1967,-0.0104
"3405","female",23,1967,-0.0073
"3406","female",24,1967,-0.0044
"3407","female",25,1967,-0.0019
"3408","female",26,1967,3e-04
"3409","female",27,1967,0.0021
"3410","female",28,1967,0.0034
"3411","female",29,1967,0.0043
"3412","female",30,1967,0.0047
"3413","female",31,1967,0.0047
"3414","female",32,1967,0.0043
"3415","female",33,1967,0.0036
"3416","female",34,1967,0.0027
"3417","female",35,1967,0.0017
"3418","female",36,1967,7e-04
"3419","female",37,1967,-3e-04
"3420","female",38,1967,-0.0011
"3421","female",39,1967,-0.0017
"3422","female",40,1967,-0.0021
"3423","female",41,1967,-0.0023
"3424","female",42,1967,-0.0023
"3425","female",43,1967,-0.0021
"3426","female",44,1967,-0.0017
"3427","female",45,1967,-0.0012
"3428","female",46,1967,-6e-04
"3429","female",47,1967,1e-04
"3430","female",48,1967,8e-04
"3431","female",49,1967,0.0013
"3432","female",50,1967,0.0016
"3433","female",51,1967,0.0016
"3434","female",52,1967,0.0015
"3435","female",53,1967,0.0012
"3436","female",54,1967,0.001
"3437","female",55,1967,0.0011
"3438","female",56,1967,0.0014
"3439","female",57,1967,0.0023
"3440","female",58,1967,0.0036
"3441","female",59,1967,0.0054
"3442","female",60,1967,0.0074
"3443","female",61,1967,0.0095
"3444","female",62,1967,0.0115
"3445","female",63,1967,0.0133
"3446","female",64,1967,0.0148
"3447","female",65,1967,0.0158
"3448","female",66,1967,0.0165
"3449","female",67,1967,0.0168
"3450","female",68,1967,0.0168
"3451","female",69,1967,0.0166
"3452","female",70,1967,0.0163
"3453","female",71,1967,0.0159
"3454","female",72,1967,0.0156
"3455","female",73,1967,0.0153
"3456","female",74,1967,0.0152
"3457","female",75,1967,0.0151
"3458","female",76,1967,0.0151
"3459","female",77,1967,0.0152
"3460","female",78,1967,0.0153
"3461","female",79,1967,0.0154
"3462","female",80,1967,0.0156
"3463","female",81,1967,0.0158
"3464","female",82,1967,0.016
"3465","female",83,1967,0.0162
"3466","female",84,1967,0.0164
"3467","female",85,1967,0.0165
"3468","female",86,1967,0.0166
"3469","female",87,1967,0.0167
"3470","female",88,1967,0.0166
"3471","female",89,1967,0.0165
"3472","female",90,1967,0.0164
"3473","female",91,1967,0.0162
"3474","female",92,1967,0.0159
"3475","female",93,1967,0.0156
"3476","female",94,1967,0.0152
"3477","female",95,1967,0.0148
"3478","female",96,1967,0.0141
"3479","female",97,1967,0.0133
"3480","female",98,1967,0.0126
"3481","female",99,1967,0.0119
"3482","female",100,1967,0.0111
"3483","female",101,1967,0.0104
"3484","female",102,1967,0.0096
"3485","female",103,1967,0.0089
"3486","female",104,1967,0.0082
"3487","female",105,1967,0.0074
"3488","female",106,1967,0.0067
"3489","female",107,1967,0.0059
"3490","female",108,1967,0.0052
"3491","female",109,1967,0.0044
"3492","female",110,1967,0.0037
"3493","female",111,1967,0.003
"3494","female",112,1967,0.0022
"3495","female",113,1967,0.0015
"3496","female",114,1967,7e-04
"3497","female",115,1967,0
"3498","female",116,1967,0
"3499","female",117,1967,0
"3500","female",118,1967,0
"3501","female",119,1967,0
"3502","female",120,1967,0
"3503","male",18,1968,-0.033
"3504","male",19,1968,-0.033
"3505","male",20,1968,-0.033
"3506","male",21,1968,-0.0322
"3507","male",22,1968,-0.0307
"3508","male",23,1968,-0.0288
"3509","male",24,1968,-0.0265
"3510","male",25,1968,-0.024
"3511","male",26,1968,-0.0217
"3512","male",27,1968,-0.0194
"3513","male",28,1968,-0.0175
"3514","male",29,1968,-0.0158
"3515","male",30,1968,-0.0144
"3516","male",31,1968,-0.0132
"3517","male",32,1968,-0.0122
"3518","male",33,1968,-0.0112
"3519","male",34,1968,-0.0104
"3520","male",35,1968,-0.0095
"3521","male",36,1968,-0.0088
"3522","male",37,1968,-0.008
"3523","male",38,1968,-0.0073
"3524","male",39,1968,-0.0066
"3525","male",40,1968,-0.0059
"3526","male",41,1968,-0.0052
"3527","male",42,1968,-0.0044
"3528","male",43,1968,-0.0035
"3529","male",44,1968,-0.0025
"3530","male",45,1968,-0.0013
"3531","male",46,1968,0
"3532","male",47,1968,0.0013
"3533","male",48,1968,0.0026
"3534","male",49,1968,0.0037
"3535","male",50,1968,0.0045
"3536","male",51,1968,0.005
"3537","male",52,1968,0.0052
"3538","male",53,1968,0.005
"3539","male",54,1968,0.0046
"3540","male",55,1968,0.0042
"3541","male",56,1968,0.0038
"3542","male",57,1968,0.0036
"3543","male",58,1968,0.0036
"3544","male",59,1968,0.0039
"3545","male",60,1968,0.0043
"3546","male",61,1968,0.0047
"3547","male",62,1968,0.0051
"3548","male",63,1968,0.0055
"3549","male",64,1968,0.0056
"3550","male",65,1968,0.0056
"3551","male",66,1968,0.0054
"3552","male",67,1968,0.005
"3553","male",68,1968,0.0045
"3554","male",69,1968,0.004
"3555","male",70,1968,0.0035
"3556","male",71,1968,0.0031
"3557","male",72,1968,0.0027
"3558","male",73,1968,0.0025
"3559","male",74,1968,0.0025
"3560","male",75,1968,0.0025
"3561","male",76,1968,0.0027
"3562","male",77,1968,0.003
"3563","male",78,1968,0.0033
"3564","male",79,1968,0.0037
"3565","male",80,1968,0.0041
"3566","male",81,1968,0.0046
"3567","male",82,1968,0.0051
"3568","male",83,1968,0.0057
"3569","male",84,1968,0.0062
"3570","male",85,1968,0.0067
"3571","male",86,1968,0.0071
"3572","male",87,1968,0.0075
"3573","male",88,1968,0.0079
"3574","male",89,1968,0.0082
"3575","male",90,1968,0.0084
"3576","male",91,1968,0.0085
"3577","male",92,1968,0.0086
"3578","male",93,1968,0.0086
"3579","male",94,1968,0.0086
"3580","male",95,1968,0.0085
"3581","male",96,1968,0.008
"3582","male",97,1968,0.0076
"3583","male",98,1968,0.0072
"3584","male",99,1968,0.0068
"3585","male",100,1968,0.0064
"3586","male",101,1968,0.0059
"3587","male",102,1968,0.0055
"3588","male",103,1968,0.0051
"3589","male",104,1968,0.0047
"3590","male",105,1968,0.0042
"3591","male",106,1968,0.0038
"3592","male",107,1968,0.0034
"3593","male",108,1968,0.003
"3594","male",109,1968,0.0025
"3595","male",110,1968,0.0021
"3596","male",111,1968,0.0017
"3597","male",112,1968,0.0013
"3598","male",113,1968,8e-04
"3599","male",114,1968,4e-04
"3600","male",115,1968,0
"3601","male",116,1968,0
"3602","male",117,1968,0
"3603","male",118,1968,0
"3604","male",119,1968,0
"3605","male",120,1968,0
"3606","female",18,1968,-0.0137
"3607","female",19,1968,-0.0137
"3608","female",20,1968,-0.0137
"3609","female",21,1968,-0.0109
"3610","female",22,1968,-0.008
"3611","female",23,1968,-0.0051
"3612","female",24,1968,-0.0024
"3613","female",25,1968,2e-04
"3614","female",26,1968,0.0025
"3615","female",27,1968,0.0045
"3616","female",28,1968,0.0061
"3617","female",29,1968,0.0073
"3618","female",30,1968,0.0082
"3619","female",31,1968,0.0086
"3620","female",32,1968,0.0085
"3621","female",33,1968,0.0081
"3622","female",34,1968,0.0073
"3623","female",35,1968,0.0063
"3624","female",36,1968,0.0052
"3625","female",37,1968,0.0041
"3626","female",38,1968,0.0031
"3627","female",39,1968,0.0023
"3628","female",40,1968,0.0017
"3629","female",41,1968,0.0013
"3630","female",42,1968,0.0011
"3631","female",43,1968,0.0012
"3632","female",44,1968,0.0015
"3633","female",45,1968,0.002
"3634","female",46,1968,0.0027
"3635","female",47,1968,0.0033
"3636","female",48,1968,0.0039
"3637","female",49,1968,0.0043
"3638","female",50,1968,0.0045
"3639","female",51,1968,0.0043
"3640","female",52,1968,0.004
"3641","female",53,1968,0.0035
"3642","female",54,1968,0.003
"3643","female",55,1968,0.0027
"3644","female",56,1968,0.0028
"3645","female",57,1968,0.0034
"3646","female",58,1968,0.0045
"3647","female",59,1968,0.006
"3648","female",60,1968,0.0079
"3649","female",61,1968,0.01
"3650","female",62,1968,0.0121
"3651","female",63,1968,0.0141
"3652","female",64,1968,0.0157
"3653","female",65,1968,0.017
"3654","female",66,1968,0.0178
"3655","female",67,1968,0.0182
"3656","female",68,1968,0.0183
"3657","female",69,1968,0.0181
"3658","female",70,1968,0.0177
"3659","female",71,1968,0.0174
"3660","female",72,1968,0.017
"3661","female",73,1968,0.0168
"3662","female",74,1968,0.0167
